p_name,unit,dollar,dirham,euro,type,tradingTypeCode
Metal Stud and Track Roll Forming Machine,SETS,49980,330300,75969,BUILDING MATERIAL MACHINERY,27
Fully Automatic Stationary Concrete Block Making Machine,PCS,500000,183426.6,42188.12,BUILDING MATERIAL MACHINERY,27
Automatic AAC Brick Making Machine for Construction,PCS,500000,1835000,422050,BUILDING MATERIAL MACHINERY,27
Paper Surface Gypsum Plaster Board Production Line,SETS,1000000,1835000,422050,BUILDING MATERIAL MACHINERY,27
PVC Bamboo Roof Tile Making Machine,SETS,126000,3670000,844100,BUILDING MATERIAL MACHINERY,27
Pipe Making Machine Production Line,PCS,50000,462420,106356.6,BUILDING MATERIAL MACHINERY,27
Roof Tile Roll Forming Machine,SETS,31000,183500,42205,BUILDING MATERIAL MACHINERY,27
Aluminum Profile Double Head Cutting Saw Machine,SETS,36000,113770,26167.1,BUILDING MATERIAL MACHINERY,27
Automatic Concrete Hollow Paver Block Brick Making Machine,PCS,32000,132120,30387.6,BUILDING MATERIAL MACHINERY,27
Qt8-15 Automatic Hydraulic Concrete Brick Making Machine,SETS,25000,117440,27011.2,BUILDING MATERIAL MACHINERY,27
Canon PowerShot ELPH 190 IS Digital Camera (Red) with 10x Optical Zoom ,PCS,189,693.63,162.54,CAMERA EQUIPMENT,53
"AbergBest 21 Mega Pixels 2.7"" LCD Rechargeable HD Digital Camera Video camera Digital ",PCS,40,146.8,34.4,CAMERA EQUIPMENT,53
Camera Strap Camera Sling Strap with Quick Release Plate,PCS,13,47.71,11.18,CAMERA EQUIPMENT,53
Nikon COOLPIX B500 Black 16MP 40x Optical Zoom Digital Camera 32GB Bundle includes Camera,PCS,289,1060.63,248.54,CAMERA EQUIPMENT,53
Action Camera  Waterproof 30m Sport Camera Full HD 1080P 2.0 Inch LCD ,PCS,399,1464.33,343.14,CAMERA EQUIPMENT,53
"Video Camera 4K Camcorder AiTechny Ultra HD Digital WiFi Camera 48MP 16X Digital Zoom Recorder 3.0"" Touch ",PCS,242,888.14,208.12,CAMERA EQUIPMENT,53
Panasonic Digital Camera LUMIX DC-ZS70K  20.3 Megapixel  30X LEICA DC VARIO-ELMAR Lens,PCS,397,1456.99,341.42,CAMERA EQUIPMENT,53
PANASONIC LUMIX FZ80 4K 60X Zoom Camera  18.1 Megapixels  DC VARIO 20-1200mm Lens,PCS,297,1089.99,255.42,CAMERA EQUIPMENT,53
Video Camera Camcorder Aitechny Camera Camcorder Full HD 1080P Digital Camcorder 24MP 3.0 Inch LCD ,PCS,129,473.43,110.94,CAMERA EQUIPMENT,53
Sony a7R III 42.4MP Full-frame Mirrorless Interchangeable-Lens Camera,PCS,2998,11002.66,2578.28,CAMERA EQUIPMENT,53
Nikon D750 FX-format Digital SLR Camera Body,PCS,1696,6224.32,1458.56,CAMERA EQUIPMENT,53
Canon EOS Rebel T5 Digital SLR Camera Kit with EF-S 18-55mm IS II Lens,PCS,419,1537.73,360.34,CAMERA EQUIPMENT,53
Canon EOS 5D Mark IV Full Frame Digital SLR Camera Body,PCS,3099,11373.33,2665.14,CAMERA EQUIPMENT,53
Canon EOS Rebel T6 Digital SLR Camera Kit with EF-S 18-55mm f/3.5-5.6,PCS,337,1236.79,289.82,CAMERA EQUIPMENT,53
Camera Camcorders Kenuo 1080P 24MP HD WiFi Digital Video Camera with Mic,PCS,86,315.62,73.96,CAMERA EQUIPMENT,53
Sony Alpha A6300 Mirrorless Camera with Vario-Tessar T 16-70mm f/4 ZA OSS Lens  Black,PCS,1796,6591.32,1544.56,CAMERA EQUIPMENT,53
Sony Alpha A6500 Mirrorless Camera with 18-135mm f/3.5-5.6 OSS Lens - ,PCS,1498,5497.66,1288.28,CAMERA EQUIPMENT,53
Sony a7R III Mirrorless Digital Camera Body FE 24-70mm f/2.8 GM (,PCS,5196,19069.32,4468.56,CAMERA EQUIPMENT,53
PANASONIC LUMIX G85 4K Mirrorless Camera  with 12-60mm Power O.I.S. ,PCS,797,2924.99,685.42,CAMERA EQUIPMENT,53
Sony a7R II Alpha Full Frame Mirrorless Digital Camera Body - with 24-70mm ,PCS,2696,9894.32,2318.56,CAMERA EQUIPMENT,53
PANASONIC LUMIX G7 4K Mirrorless Camera  with 14-42mm MEGA O.I.S. ,PCS,497,1823.99,427.42,CAMERA EQUIPMENT,53
Sony Cyber-shot DSC-H300 Digital Camera  20.1MP  35x Optical Zoom  ,PCS,178,653.26,153.08,CAMERA EQUIPMENT,53
Sony RX100 VI 20.1 MP Premium Compact Digital Camera w/ 1-inch sensor,PCS,1198,4396.66,1030.28,CAMERA EQUIPMENT,53
Sony Alpha a6300 Mirrorless Camera: Interchangeable Lens Digital Camera with APS-C  Auto Focus & 4K Video,PCS,798,2928.66,686.28,CAMERA EQUIPMENT,53
Mountainsmith Descent Camer Bag - Heritage Black,PCS,174,638.58,149.64,CAMERA EQUIPMENT,53
Canon 1EG Digital SLR Camera Case Gadget Bag + LCD Protectors + Kit for EOS 6D,PCS,99,363.33,85.14,CAMERA EQUIPMENT,53
Slinger V2 BigBag Pro Video Handbag XL with Wheels,PCS,159,583.53,136.74,CAMERA EQUIPMENT,53
UtoteBag Camera Backpack Shockproof Water-resistant Camera Bag for SLR/DSLR Cameras ,PCS,65,238.55,55.9,CAMERA EQUIPMENT,53
S-ZONE Waterproof Canvas Camera Bag Messenger Shoulder Bag with Handle for Mirrorless ,PCS,19,69.73,16.34,CAMERA EQUIPMENT,53
Perman Camera Waterproof Backpack Bag DSLR Case for Canon Nikon Sony SLR Camer,PCS,13,47.71,11.18,CAMERA EQUIPMENT,53
DSLR Camera Backpack  21 inch Canvas Camera Bag with 15.6,PCS,79,289.93,67.94,CAMERA EQUIPMENT,53
Ona - The Brixton - Camera Messenger Bag - Smoke Waxed Canvas ,PCS,289,1060.63,248.54,CAMERA EQUIPMENT,53
Camera Bag Insert BOMKEE DSLR SLR Black Waterproof Foldable Camera,PCS,13,47.71,11.18,CAMERA EQUIPMENT,53
SAMSHOWS Vintage Waterproof Canvas Leather Trim DSLR SLR Shockproof Small Size Camera Shoulder Messenger Bag,PCS,21,77.07,18.06,CAMERA EQUIPMENT,53
Zerich DSLR Camera Bag and Mirrorless Backpack Bag,PCS,26,95.42,22.36,CAMERA EQUIPMENT,53
Precision Design PD-BPT DSLR Camera Backpack with Wheels,PCS,89,326.63,76.54,CAMERA EQUIPMENT,53
Atlas Athlete Camera Pack (Regular/Black) - Award Winning Camera Backpacks,PCS,385,1412.95,331.1,CAMERA EQUIPMENT,53
Ona Bowery Camera Messenger Bag & Presidio Camera Strap Bundle,PCS,238,873.46,204.68,CAMERA EQUIPMENT,53
Full Protection Bottom Opening Version Protective Real Leather Camera Case ,PCS,59,216.53,50.74,CAMERA EQUIPMENT,53
DSLR Camera Backpack - USA Gear SLR Camera Backpack,PCS,49,179.83,42.14,CAMERA EQUIPMENT,53
Ona Brixton Camera/Laptop Messenger Bag (Leather  Antique Cognac) and Presidio Crossbody Leather Camera Strap,PCS,498,1827.66,428.28,CAMERA EQUIPMENT,53
ONa The Prince Street for Leica  Canvas Camera Bag - Smoke,PCS,279,1023.93,239.94,CAMERA EQUIPMENT,53
"Jo Totes Allison Camera Bag  Butterscotch
",PCS,89,326.63,76.54,CAMERA EQUIPMENT,53
ZKIN YETI  Marine Blue | Camera bag | 13 x 14 x 20 inches & 33 x 35 x 51 cm,PCS,365,1339.55,313.9,CAMERA EQUIPMENT,53
256GB Micro SD Memory Card Android Camera Smart Phone Free Adapter Class 10 Speed,PCS,27,99.09,23.22,CAMERA EQUIPMENT,53
Sandisk 64GB (32GB x2) SD HC Memory Card  Class 4 with SoCal Trade,PCS,18,66.06,15.48,CAMERA EQUIPMENT,53
PNY Elite Performance 512GB SDXC Class 10 UHS-I  U3 Up to 95MB/sec,PCS,189,693.63,162.54,CAMERA EQUIPMENT,53
MENGMI 128gb Micro sd Card high Capacity microSDXC Class 10 U1 Memory Micro SD Card 128GB ,PCS,27,99.09,23.22,CAMERA EQUIPMENT,53
25 PACK - SanDisk 4GB MicroSDHC Memory Card SDSDQAB-004G ,PCS,143,524.81,122.98,CAMERA EQUIPMENT,53
dyplay for 8 Pin to SD Card Camera Reader OTG Memory Card Adapter  ,PCS,13,47.71,11.18,CAMERA EQUIPMENT,53
Compact Flash Memory Card BR&TD ogrinal Camera Card 64mb,PCS,12.99,47.67,11.17,CAMERA EQUIPMENT,53
5x Genuine SanDisk Ultra 16GB Class 10 SDHC Flash Memory Card Up To 40MB/s,PCS,31,113.77,26.66,CAMERA EQUIPMENT,53
Lexar Professional 633x 128GB SDXC UHS-I/U1 Card - LSD128GCB1NL6332 ,PCS,119,436.73,102.34,CAMERA EQUIPMENT,53
SanDisk Extreme PRO 128GB up to 95MB/s UHS-I/U3 SDXC Flash Memory Card - SDSDXPA-128G-G46,PCS,65,238.55,55.9,CAMERA EQUIPMENT,53
SanDisk Extreme Pro 64GB SDXC UHS-I Memory Card (SDSDXXG-064G-GN4IN),PCS,27,99.09,23.22,CAMERA EQUIPMENT,53
Geekoto Tripod  Camera Tripod for DSLR  Compact 77آ£أ¢â‚¬ع‘آ¬أ¢â‚¬آ£أ¢â‚¬ع‘آ¬أ¢â‚¬ Aluminum Tripod with 360 Degree Ball Head and 8kgs ,PCS,79,289.93,67.94,CAMERA EQUIPMENT,53
Camera Tripod ESDDI 67'' /170cm Compact Aluminum Lightweight Tripod Compatible for DSLR SLR ,PCS,39,143.13,33.54,CAMERA EQUIPMENT,53
"GWNNSH 55"" Compact Professional DSLR Camera Tripod?Travel Portable Stand for Canon",PCS,17,62.39,14.62,CAMERA EQUIPMENT,53
66آ£أ¢â‚¬ع‘آ¬أ¢â€ڑآ¬â€™ DSLR Camera Tripod  Lightweight Portable and Taller Projector Stand with 360آ°Larger Ball Head,PCS,53,194.51,45.58,CAMERA EQUIPMENT,53
Compact camera tripod  portable DSLR projector stand with quick release plate,PCS,32,117.44,27.52,CAMERA EQUIPMENT,53
Dolica GX600B200 Proline GX Series 60-Inch Aluminum Tripod and Ball Head Combo for DSLR,PCS,52,190.84,44.72,CAMERA EQUIPMENT,53
AmazonBasics 60-Inch Lightweight Tripod with Bag,PCS,23,84.41,19.78,CAMERA EQUIPMENT,53
Vanguard Alta Pro 263AB 100 Aluminum Tripod Kit,PCS,169,620.23,145.34,CAMERA EQUIPMENT,53
K&F Concept TM2534T DSLR Camera Tripod 66 Inch Portable Magnesium Aluminium Monopod 4 Section ,PCS,149,546.83,128.14,CAMERA EQUIPMENT,53
"ESDDI Camera Tripod  Alluminum Alloy 62.6""/159cm Camera Tripod with Monopod 360 Degree Ball Head",PCS,59,216.53,50.74,CAMERA EQUIPMENT,53
"DSLR Video Camera Tripod  Heavy Duty Tripod System with 360 Degree Fluid Drag Video Head  Professional 1/4""",PCS,119,436.73,102.34,CAMERA EQUIPMENT,53
ZOMEi Professional Z818/888 Camera Tripod and Monopod with 360 Degree Quick Release Ball Head and Carrying ,PCS,99,363.33,85.14,CAMERA EQUIPMENT,53
Hoya 58mm HMC Ultraviolet UV(C) Haze Multicoated Filter,PCS,860,3156.2,739.6,CAMERA EQUIPMENT,53
AmazonBasics Circular Polarizer Filter- 55 mm,PCS,400,1468,344,CAMERA EQUIPMENT,53
Nikon AF 70-300 mm f/4-5.6G Telephoto Zoom Lens for Nikon DSLR Camera,PCS,5880,21579.6,5056.8,CAMERA EQUIPMENT,53
Nikon 50mm Nikkor F/1.8D AF Prime Lens for DSLR Camera,PCS,4990,18313.3,4291.4,CAMERA EQUIPMENT,53
Nikon AF-S DX Nikkor 35mm f/1.8G Lens,PCS,11500,42205,9890,CAMERA EQUIPMENT,53
AmazonBasics Circular Polarizer Filter- 52 mm,PCS,620,2275.4,533.2,CAMERA EQUIPMENT,53
Nikon AF-S Nikkor 50 mm f/1.8G Prime Lens for Nikon DSLR Camera,PCS,9800,35966,8428,CAMERA EQUIPMENT,53
AmazonBasics Circular Polarizer Filter- 67 mm,PCS,620,2275.4,533.2,CAMERA EQUIPMENT,53
SHOPEE 58MM Neutral Density ND Filter Kit for Canon Rebel and EOS Series,PCS,350,1284.5,301,CAMERA EQUIPMENT,53
Nikon AF-P DX NIKKOR 70-300 mm f/4.5-6.3G ED VR Lens for DSLR Cameras ,PCS,11650,42755.5,10019,CAMERA EQUIPMENT,53
Canon EF50MM F/1.8 STM Lens for Canon DSLR Cameras,PCS,6250,22937.5,5375,CAMERA EQUIPMENT,53
Canon EF-S 10-18MM f/4.5-5.6 IS STM Zoom Lens,PCS,16350,60004.5,14061,CAMERA EQUIPMENT,53
Canon 40mm f/2.8 STM EF Aspherical Prime Lens for Canon DSLR Camera,PCS,7750,28442.5,6665,CAMERA EQUIPMENT,53
Nikon AF-S 85mm F/1.8G Prime Lens for Nikon DSLR Camera,PCS,23350,85694.5,20081,CAMERA EQUIPMENT,53
Nikon AF-P DX NIKKOR 70-300mm f/4.5-6.3G ED Lens for Nikon DSLR Cameras,PCS,12560,46095.2,10801.6,CAMERA EQUIPMENT,53
Canon Cameras EF 50mm f/1.8 STM Lens(Black),PCS,7230,26534.1,6217.8,CAMERA EQUIPMENT,53
Sigma 70-300mm F/4-5.6 DG Macro Telephoto Zoom Lens for Nikon DSLR Camera,PCS,6590,24185.3,5667.4,CAMERA EQUIPMENT,53
SPE 58mm Lens Filter Kit for Canon EOS EF,PCS,340,1247.8,292.4,CAMERA EQUIPMENT,53
Canon EF 75-300mm f/4-5.6 III Zoom Lens with UV Filter for Canon Eos 7D  60D  Eos Rebel SL1,PCS,11580,42498.6,9958.8,CAMERA EQUIPMENT,53
Nikon AF-P DX Nikkor 10-20mm f/4.5-5.6G VR F/4.5-29 Fixed Zoom Camera Lens ,PCS,19800,72666,17028,CAMERA EQUIPMENT,53
Sigma 150-600 mm f/5-6.3 DG OS HSM Contemporary Lens for Canon Cameras,PCS,59230,217374.1,50937.8,CAMERA EQUIPMENT,53
Sigma 150-600 mm f/5-6.3 DG OS HSM Contemporary Lens for Nikon Cameras,PCS,50265,184472.55,43227.9,CAMERA EQUIPMENT,53
Tamron AF 70-300mm F/4.0-5.6 Di LD Macro Telephoto Zoom Lens for Nikon DSLR Camera,PCS,8560,31415.2,7361.6,CAMERA EQUIPMENT,53
Tamron B018N B018 18-200 F/3.5-6.3 DI II VC Nikon Mount Lens for Nikon DX DSLR Cameras (Black),PCS,10236,37566.12,8802.96,CAMERA EQUIPMENT,53
Canon EF-S 24mm f/2.8 STM Lens,PCS,7560,27745.2,6501.6,CAMERA EQUIPMENT,53
Canon EF-S 55-250mm f/4-5.6 IS II Telephoto Zoom Lens for DSLR Camera ,PCS,11560,42425.2,9941.6,CAMERA EQUIPMENT,53
Nikon AF-S DX Nikkor 35 mm f/1.8G Prime Lens for Nikon Digital SLR Camera (Black),PCS,11960,43893.2,10285.6,CAMERA EQUIPMENT,53
CANON EFS 24MM F/2.8 STM PRIME LENS FOR CANON APS-C SIZE BODY,PCS,8123,29811.41,6985.78,CAMERA EQUIPMENT,53
Tamron A17E AF 70-300mm F/4-5.6 Di LD Macro Telephoto Zoom Lens with Hood for Canon DSLR Camera (Black),PCS,7890,28956.3,6785.4,CAMERA EQUIPMENT,53
Sony E 55-210mm F4.5-6.3 Telephoto Lens for Sony E-Mount Cameras (Black),PCS,15960,58573.2,13725.6,CAMERA EQUIPMENT,53
Sigma 35mm F/1.4 DG HSM Art Lens for Canon DSLR Cameras,PCS,52640,193188.8,45270.4,CAMERA EQUIPMENT,53
OEM/ODM Wireless IP Camera with 128g SD Card,PCS,29,106.43,24.94,CCTV,23
IP Security Smart Network Camera,PCS,28,102.76,24.08,CCTV,23
Smart Home CCTV Auto Tracking WiFi IP Camera,PCS,29.5,108.27,25.37,CCTV,23
4MP P2p Poe IR60m PTZ IP Camera,PCS,184,675.28,158.24,CCTV,23
CCTV Pipe Sewer Drain Scope Inspection Crawler,SETS,38000,139460,32680,CCTV,23
300m Night Vision Infrared Laser PTZ CCTV ,PCS,2000,7340,1720,CCTV,23
Waterproof 4MP 20X Optical Zoom PTZ Camera,PCS,5000,18350,4300,CCTV,23
Security IP CCTV Graffiti Miniature Camera,PCS,28,102.76,24.08,CCTV,23
Wireless Surveillance CCTV Camera,PCS,15,55.05,12.9,CCTV,23
Home Surveillance CCTV Wireless IP Video Camera,PCS,13,47.71,11.18,CCTV,23
Video Audio Surveillance Integrated DVR,PCS,199,730.33,171.14,CCTV,23
Panoramic Waterproof Surveillance IR Fisheye CCTV,PCS,330,1211.1,283.8,CCTV,23
1000V PVC / XLPE Insulated Power Cable,M,60,220.2,51.6,CCTV,23
0.6/1kv Copper Conductor XLPE Insulated PVC Cable,M,70,256.9,60.2,CCTV,23
Aluminum Wire Armored Cables Single Core (AWA),M,65,238.55,55.9,CCTV,23
GYTA Outdoor Sm 9/125 Armored Fiber Optic Cable,M,0.5,1.84,0.43,CCTV,23
Competitive Cat5e Network Cable,BOXES,55,201.85,47.3,CCTV,23
armor swa armor electric power wire cable,M,1,3.67,0.86,CCTV,23
Sc/Upc-LC/Upc Sm Dx Fiber Patch Cord,PCS,2.2,8.07,1.89,CCTV,23
IP66 Water Resistant CCTV Car Rear View Camera,PCS,21,77.07,18.06,CCTV,23
CCTV DVR Surveillance Equipment Bullet IP Camera,PCS,50,183.5,43,CCTV,23
CCTV System 1080P 8CH HD Wireless NVR Kit Outdoor IR Night Visionآ ,PCS,450,1651.5,387,CCTV,23
3.0MP Waterproof CCTV Surveillance,PCS,22,80.74,18.92,CCTV,23
Outdoor Flood Light LED Power Supply 30W 36V,PCS,5.98,21.95,5.14,CCTV,23
Waterproof LED Triac Dimmable Power Supply,PCS,61.9,227.17,53.23,CCTV,23
20W 3A AC DC LED Power Supply with CE,PCS,8,29.36,6.88,CCTV,23
Outdoor LED Driver 250W 36V IP65,PCS,38.55,141.48,33.15,CCTV,23
Electronic Static AC Power Voltage Stabilizer,SETS,10000,36700,8600,CCTV,23
Digital Display Relay Type Automatic Voltage Stabilizer,PCS,19.9,73.03,17.11,CCTV,23
Static and Servo Automatic Voltage Stabilizer,PCS,60000,220200,51600,CCTV,23
10K-2500kVA Automatic Voltage Regulator/Stabilizer,PCS,1300,4771,1118,CCTV,23
Digital Control Automatic Static Voltage Regulator,PCS,40000,146800,34400,CCTV,23
10kVA-3000kVA Static AC Voltage Stabilizer 3pH,PCS,9500,34865,8170,CCTV,23
1000va Wall- Mounted Type Voltage Stabilizer,PCS,19.9,73.03,17.11,CCTV,23
Full-Automatic Compensated Voltage Stabilizer (SBW),PCS,1450,5321.5,1247,CCTV,23
Water Treatment Chemicals for Swimming Pool,TONS,2900,10643,2494,CHEMICAL,45
disinfectantآ chlorine tablets 60% DCCNa granule,TONS,1800,6606,1548,CHEMICAL,45
Olansiآ Disinfectantsآ Machine Genrator,PCS,45,165.15,38.7,CHEMICAL,45
Swimming Poolآ Disinfectantآ SDIC Sodium Dichloroisocyanurate ,KGS,1800,6606,1548,CHEMICAL,45
99% Pure Chlorhexidine Diacetate Powderآ Disinfectant,KGS,1,3.67,0.86,CHEMICAL,45
Disinfectantآ for Bean Sprouts,KGS,25,91.75,21.5,CHEMICAL,45
Chlorhexidine Digluconate Liquid Antibacterial Disinfectant,KGS,1,3.67,0.86,CHEMICAL,45
Aquaticآ Disinfectantآ Strong Glutaraldehyde (Solution),TONS,3000,11010,2580,CHEMICAL,45
Medical Grade Glutaraldehydeآ Disinfectant,PCS,5,18.35,4.3,CHEMICAL,45
Sanitizer Chemicals Balancer Algaecide Flocculantآ Disinfectant,TONS,1650,6055.5,1419,CHEMICAL,45
Quaternary Ammonium & Povidone - IodineDisinfectant,KGS,100,367,86,CHEMICAL,45
56%/60% SDIC Swimming Poolآ Disinfectantآ CAS,TONS,1500,5505,1290,CHEMICAL,45
56%/60% SDIC Water Treatmentآ Disinfectantآ Chemicals,TONS,1650,6055.5,1419,CHEMICAL,45
Convenientآ Disinfectantآ for Bean Sprouts,KGS,25,91.75,21.5,CHEMICAL,45
2 chlorine tablet SDIC 60% asآ disinfectant,TONS,1400,5138,1204,CHEMICAL,45
Citric Acidآ Disinfectantآ & Opaآ Disinfectant,PCS,30,110.1,25.8,CHEMICAL,45
Oxygenating Agentآ Disinfectantآ for Preventing Decay,KGS,13.4,49.18,11.52,CHEMICAL,45
The Compound Stability of Bean Sproutsآ Disinfectant,KGS,25,91.75,21.5,CHEMICAL,45
Chlorine SDIC 56% 60%آ Disinfectant,TONS,1100,4037,946,CHEMICAL,45
84آ Disinfectantآ Liquid  Sanitizer آ Disinfectantآ Fluid,PCS,0.5,1.84,0.43,CHEMICAL,45
OEM China Factory of Washing Powder  Laudry Powder,TONS,450,1651.5,387,CHEMICAL,45
Laundryآ Detergentآ Direct Exporter OEM&ODM,BOXES,2,7.34,1.72,CHEMICAL,45
Bulkآ Detergentآ Powder,BOXES,4.5,16.52,3.87,CHEMICAL,45
2kgآ Detergentآ Powder with OEM Pack,TONS,750,2752.5,645,CHEMICAL,45
Dipex (Orange fragrance) for Laudry Washing Powder,BOXES,9.5,34.87,8.17,CHEMICAL,45
OEM&ODM Cleaningآ Detergentآ Powder 100g,TONS,650,2385.5,559,CHEMICAL,45
Soap Powder Laundryآ Detergent,TONS,595,2183.65,511.7,CHEMICAL,45
So Linpa for Laudry Washing Powder,BAGS,8,29.36,6.88,CHEMICAL,45
OEM Washing Powderآ Detergentآ ,TONS,450,1651.5,387,CHEMICAL,45
Dish Washing Liquidآ Detergentآ OEM&ODM ,TONS,400,1468,344,CHEMICAL,45
HPMC Hydroxypropylmethylcellulose for Tile,TONS,4200,15414,3612,CHEMICAL,45
Water Treatment Chemical Isocyanuric Acid,TONS,9000,33030,7740,CHEMICAL,45
CAS 145100-51-2 with Purity 99% Pharmaceutical Chemicals,KGS,1200,4404,1032,CHEMICAL,45
Sublimation Paper Powder Coating Chemicals,TONS,2399,8804.33,2063.14,CHEMICAL,45
Chemical Sea Water Desalination 72tpd,SETS,51000,43860,187170,CHEMICAL,45
HPMC Hydroxypropyl Methyl Cellulose,TONS,4200,3612,15414,CHEMICAL,45
Screw Type Sludge Dewatering Machine,PCS,60000,51600,220200,CHEMICAL,45
Reverse Osmosis System RO Membrane Cleaning Chemical,PCS,10000,8600,36700,CHEMICAL,45
Flk Ce Water Purification Process Plant,PCS,20000,17200,73400,CHEMICAL,45
Thickening Agent Sodium Alginate Textilleآ Chemical,TONS,7000,6020,25690,CHEMICAL,45
Plant Free Amino Acid Powder 40-80% Fertilizer,TONS,3300,2838,12111,CHEMICAL,45
45%-80% Organic Amino Acid Powder Fertilizer,TONS,5000,4300,18350,CHEMICAL,45
Polyacrylamide Polymer for Drilling,TONS,1550,1333,5688.5,CHEMICAL,45
Factory Supplier Pig Gelatin,TONS,3000,2580,11010,CHEMICAL,45
Humizone Oganic Co Amino Acid Chelate,TONS,3000,2580,11010,CHEMICAL,45
Biocide Bronopol Water Treatment Grade,TONS,4900,4214,17983,CHEMICAL,45
Humizone EDDHA-Fe 4.0 Microelement Chelate Fertilizer,TONS,5000,4300,18350,CHEMICAL,45
Humic Acid Black Water Soluble Fertilizer for Field Crops,TONS,5230,4497.8,19194.1,CHEMICAL,45
Amino Acid Chelate Nitrogen Fertilizer Flowing Powder,TONS,5230,4497.8,19194.1,CHEMICAL,45
Amino Acid Chelated Zinc Fertilizer,TONS,2100,1806,7707,CHEMICAL,45
General Purpose Silicone Rubber Htv,KGS,6,22.02,5.06,CHEMICAL,45
RTV-2 Tin Cured Silicone Rubber,KGS,10.5,38.54,8.86,CHEMICAL,45
Chlorosulfonated Polyethylene,TONS,4800,17616,4051.68,CHEMICAL,45
Stone Mold Making Liquid RTV2 Silicone Rubber,KGS,6,22.02,5.06,CHEMICAL,45
Liquid White RTV-2 Silicone Rubber,KGS,6.9,25.32,5.82,CHEMICAL,45
Platinum Curing Silicone Rubber for Mold Making,KGS,10.5,38.54,8.86,CHEMICAL,45
2 Parts Liquid Silicone Rubber,KGS,9,33.03,7.6,CHEMICAL,45
EPDM Rubber Granules for Children Playground Surface,M2,35,128.45,29.54,CHEMICAL,45
Powder Form Dry Silane,KGS,10,36.7,8.44,CHEMICAL,45
Platinum Cured Silicone Rubber for Tire Mold,KGS,13.88,50.94,11.72,CHEMICAL,45
Gypsum Ornaments Mould Making Liquid RTV2 Silicone,KGS,6,22.02,5.06,CHEMICAL,45
SGS Certification Polyurethane Glue ,M2,35,128.45,29.54,CHEMICAL,45
Silicone Rubber for Concrete Moulds,KGS,10.38,38.09,8.76,CHEMICAL,45
Carbon Black N330 for Tyre Use,TONS,850,3119.5,717.49,CHEMICAL,45
Silicone Rubber Htv Material for Injection Molding,KGS,6,22.02,5.06,CHEMICAL,45
Alkali Fiberglass Double Yarn (CC13-128X1X2),TONS,1500,5505,1266.15,CHEMICAL,45
PC Chopped Strands,KGS,1.25,4.59,1.06,CHEMICAL,45
E Glass Chopped Strands for Thermal Plastic,KGS,1.25,4.59,1.06,CHEMICAL,45
Fiberglass Roving for Filament Winding,TONS,850,3119.5,717.49,CHEMICAL,45
G75 Fiberglass Yarn for Tape Weave,KGS,2.6,9.54,2.19,CHEMICAL,45
C-Glass Fiberglass Roving Yarn,PCS,1,3.67,0.84,CHEMICAL,45
Ec G75 Fiberglass Yarn for Fiberglass Cloth,PCS,2.6,9.54,2.19,CHEMICAL,45
E-Glass Fiberglass Roving Pultrusion Yarn 200 Tex,TONS,830,3046.1,700.6,CHEMICAL,45
Fiberglass Direct Roving for Filament Winding,TONS,1000,3670,844.1,CHEMICAL,45
Fiberglass Textured Yarn,KGS,3,11.01,2.53,CHEMICAL,45
Bulk Fiberglass Yarns,KGS,3,11.01,2.53,CHEMICAL,45
Fiberglass Texturized Yarn,KGS,3,11.01,2.53,CHEMICAL,45
Glass Fiber Bulked Yarn ,KGS,3,11.01,2.53,CHEMICAL,45
Fiberglass Roving for Spray up,TONS,1050,3853.5,886.31,CHEMICAL,45
Fiberglass Roving for SMC Process,TONS,850,3119.5,717.49,CHEMICAL,45
C-Glass Fiber Medium Alkali Fiberglass Yarn,TONS,1400,5138,1181.74,CHEMICAL,45
