product	unit	Doller	Derham	Euro	code		
 Hospital Gynecological Examining Table Medical Production Surgery Bed 	 PCS 	" $1,260.00 "	" € 4,624.20 "	" € 1,083.60 "	3		
 Hospital Patient Furniture Electric/Manual Multi-FunctionMedical Bed /Hospital/Nursing/ICU Bed 	 SETS 	" $1,000.00 "	" € 3,670.00 "	 € 860.00 	3		
 Manual Hospital Care Bed Adjustable Medical Bed 	 PCS 	 $288.00 	" € 1,056.96 "	 € 247.68 	3		
 Medical Dental Bed with LED X-ray Viewer 	 PCS 	" $1,800.00 "	" € 6,606.00 "	" € 1,548.00 "	3		
 Medical Electric Beauty Jade Massage Bed 	 PCS 	 $700.00 	" € 2,569.00 "	 € 602.00 	3		
 Medical Examination Bed 	 PCS 	" $2,000.00 "	" € 7,340.00 "	" € 1,720.00 "	3		
 Medical Furniture and Equipment Medical Metal 5 Function Electric Hospital Bed 	 PCS 	" $1,300.00 "	" € 4,771.00 "	" € 1,118.00 "	3		
 Medical Furniture Equipment Medical Metal 5 Function Electric Hospital Bed 	 PCS 	" $2,000.00 "	" € 7,340.00 "	" € 1,720.00 "	3		
 Medical Hospital Equipment Electric Massage Bed 	 PCS 	" $10,800.00 "	" € 39,636.00 "	" € 9,288.00 "	3		
 Medical Nuga Massage Bed 	 PCS 	 $550.00 	" € 2,018.50 "	 € 473.00 	3		
 Medical Nursing Equipment Manual Double Function Adjustable Hospital Beds 	 PCS 	 $380.00 	" € 1,394.60 "	 € 326.80 	3		
 Medical Supply Adjustable Treatment Bed 	 PCS 	" $4,500.00 "	" € 16,515.00 "	" € 3,870.00 "	3		
 Medical Supply Cervical and Lumbar Traction Bed 	 PCS 	" $1,950.00 "	" € 7,156.50 "	" € 1,677.00 "	3		
 Medical Treatment Bed 	 PCS 	" $2,000.00 "	" € 7,340.00 "	" € 1,720.00 "	3		
 Medical X-Raying Available Integrative Obstetric Bed(HFEOT2000) 	 PCS 	" $4,250.00 "	" € 15,597.50 "	" € 3,655.00 "	3		
 Multi-Functional Medical Equipment Hospital Bed 	 PCS 	" $2,000.00 "	" € 7,340.00 "	" € 1,720.00 "	3		
 National Science and Technology Support Program Medical Device Hydraulic Hospital Bed 	 PCS 	" $15,000.00 "	" € 55,050.00 "	" € 12,900.00 "	3		
 NFC026 Medical ABS Triple-Function Bed 	 PCS 	 $367.00 	" € 1,346.89 "	 € 315.62 	3		
 Obstetrics & Gynecology Equipments Hospital Medical Adjustable Delivery Beds 	 SETS 	" $5,500.00 "	" € 20,185.00 "	" € 4,730.00 "	3		
 Patent Product Medical Laminar Air Flow Hood Bed\ 	 PCS 	" $1,450.00 "	" € 5,321.50 "	" € 1,247.00 "	3		
 Professional Medical Electric Bed with Three Functions 	 PCS 	 $720.00 	" € 2,642.40 "	 € 619.20 	3		
 Rehabilitation Center Full Tilt Electric Bed 	 PCS 	 $700.00 	" € 2,569.00 "	 € 602.00 	3		
 Super Low Hospital Electric Medical Supply Bed 	 PCS 	 $550.00 	" € 2,018.50 "	 € 473.00 	3		
 Three Crank Medical Equipment Manual Hospital Bed 	 PCS 	" $2,000.00 "	" € 7,340.00 "	" € 1,720.00 "	3		
 Three Function Electric Hospital Bed 	 PCS 	 $350.00 	" € 1,284.50 "	 € 301.00 	3		
 Three Function Hospital Electric Bed/Medical Equipment 	 PCS 	 $600.00 	" € 2,202.00 "	 € 516.00 	3		
 X-ray Electric Five Function Medical Bed 	 PCS 	" $1,800.00 "	" € 6,606.00 "	" € 1,548.00 "	3		
 3 Axis/4 Axis/5 Axis Auto Spare Parts 	 PCS 	 $10.00 	 € 36.70 	 € 8.60 	 € 4.00 		
 Carbon Fiber Molded Medical Treatment Spare Parts 	 PCS 	 $10.00 	 € 36.70 	 € 8.60 	 € 4.00 		
 CNC Milling Machining Parts 	 PCS 	 $30.00 	 € 110.10 	 € 25.80 	 € 4.00 		
 CNC Precision Machine Car Parts 	 PCS 	 $40.00 	 € 146.80 	 € 34.40 	 € 4.00 		
 CNC Part for Auto/Medical 	 PCS 	 $10.00 	 € 36.70 	 € 8.60 	 € 4.00 		
 Custom High Precision CNC Machining Part 	 PCS 	 $24.00 	 € 88.08 	 € 20.64 	 € 4.00 		
 Experienced Customized Medical Equipment Spare Parts 	 PCS 	 $20.00 	 € 73.40 	 € 17.20 	 € 4.00 		
 Hardware Spare CNC Machining Aluminum Parts 	 PCS 	 $10.00 	 € 36.70 	 € 8.60 	 € 4.00 		
 High Precision CNC Machining Parts Auto Spare Parts 	 PCS 	 $30.00 	 € 110.10 	 € 25.80 	 € 4.00 		
 High Precision Milling CNC Spare Metal Auto Parts 	 PCS 	 $10.00 	 € 36.70 	 € 8.60 	 € 4.00 		
 High Precision Stainless Steel CNC Machine Spare Parts 	 PCS 	 $29.00 	 € 106.43 	 € 24.94 	 € 4.00 		
 IPL Shr Elight Machine Handpiece IPL Piezas De Repuesto Huamei Spare Parts 	 PCS 	" $1,000.00 "	" € 3,670.00 "	 € 860.00 	 € 4.00 		
 Medical CNC Precision Metal Metallic Processing Machinery Spare Parts 	 PCS 	 $25.00 	 € 91.75 	 € 21.50 	 € 4.00 		
 Medical Opthalmic Intrustment Auto Chart Projector Eye Parts Checking; ACP-1000 	 PCS 	" $10,000.00 "	" € 36,700.00 "	" € 8,600.00 "	 € 4.00 		
 Medical Spare Precision Metallic Processing Machinery Machining Part 	 PCS 	 $25.00 	 € 91.75 	 € 21.50 	 € 4.00 		
 Metal Hardware Spare CNC Machining Aluminum Parts 	 PCS 	 $10.00 	 € 36.70 	 € 8.60 	 € 4.00 		
 OEM CNC Machining Service Aluminum 	 PCS 	 $32.00 	 € 117.44 	 € 27.52 	 € 4.00 		
 OEM CNC Turning Part Available (LW-02528) 	 PCS 	 $100.00 	 € 367.00 	 € 86.00 	 € 4.00 		
 Passenger Lift Car Shoes Elevator Spare Parts (SN-RGS-H22) 	 PCS 	 $110.00 	 € 403.70 	 € 94.60 	 € 4.00 		
 Plastic CNC Rapid Prototype 	 PCS 	 $30.00 	 € 110.10 	 € 25.80 	 € 4.00 		
" Plastic Injection Mould, Moldind, Tooling and Parts "	 SETS 	" $4,000.00 "	" € 14,680.00 "	" € 3,440.00 "	 € 4.00 		
 Plastic Moulded Bicycle Spare Parts 	 SETS 	" $2,000.00 "	" € 7,340.00 "	" € 1,720.00 "	 € 4.00 		
 Precision Central Machinery Metal CNC 	 PCS 	 $35.00 	 € 128.45 	 € 30.10 	 € 4.00 		
 Precision CNC Machining 	 PCS 	 $10.00 	 € 36.70 	 € 8.60 	 € 4.00 		
 Precision CNC Milling Machining Metal Part 	 PCS 	 $100.00 	 € 367.00 	 € 86.00 	 € 4.00 		
 Precision CNC Milling Part 	 PCS 	 $10.00 	 € 36.70 	 € 8.60 	 € 4.00 		
 Precision Machining Milling Hardware Processing Steel Copper Bicycle Parts 	 PCS 	 $36.00 	 € 132.12 	 € 30.96 	 € 4.00 		
 Precision Medical Equipments Spare CNC Machining Parts 	 PCS 	 $10.00 	 € 36.70 	 € 8.60 	 € 4.00 		
 Prototype Medical Equipment 	 PCS 	 $16.00 	 € 58.72 	 € 13.76 	 € 4.00 		
 Spare Metal Aluminum CNC Machining Part 	 PCS 	 $100.00 	 € 367.00 	 € 86.00 	 € 4.00 		
 Spare Parts of Hospital Bed Medical Side Rails 	 PCS 	 $180.00 	 € 660.60 	 € 154.80 	 € 4.00 		
 [817m40+Q/T] Forged Round Steel 	 TONS 	" $1,250.00 "	" € 4,587.50 "	" € 1,075.00 "	 € 5.00 		
 300 Series Building Material Stainless Steel Tube 	 TONS 	 $500.00 	" € 1,835.00 "	 € 430.00 	 € 5.00 		
 301/1cr17ni7/SUS301 Popular Produce 0.3-3mm Thick Cold Rollsed Grade Stainless Steel 	 TONS 	" $4,500.00 "	" € 16,515.00 "	" € 3,870.00 "	 € 5.00 		
 304/304L 2b Stainless Steel Sheet 	 TONS 	" $3,000.00 "	" € 11,010.00 "	" € 2,580.00 "	 € 5.00 		
 AISI D2 / Cr12Mo1V1/1.2379/SKD11 Tool Steel Bar 	 TONS 	" $3,000.00 "	" € 11,010.00 "	" € 2,580.00 "	 € 5.00 		
 Aiyia Galvanized Steel Coil/Sheet/Plate/Strip 	 TONS 	 $900.00 	" € 3,303.00 "	 € 774.00 	 € 5.00 		
" Aiyia Hot Dipped Galvanized/Galvalume Steel Coil/Sheet/Plate/Strip, Hdgi, Electrogalvanizing Steel Coil "	 TONS 	 $900.00 	" € 3,303.00 "	 € 774.00 	 € 5.00 		
 Alu Zinc Coated Steel 	 TONS 	 $730.00 	" € 2,679.10 "	 € 627.80 	 € 5.00 		
 ASTM4140 GB42crmo ASTM4135 GB35crmo and Alloy Steel Bar 	 TONS 	" $1,190.00 "	" € 4,367.30 "	" € 1,023.40 "	 € 5.00 		
 ASTM4140 GB42crmo ASTM4135 GB35crmo and Cold Drawn Square Steel Bar 	 TONS 	" $1,190.00 "	" € 4,367.30 "	" € 1,023.40 "	 € 5.00 		
 Black Steel Tube 	 TONS 	" $1,300.00 "	" € 4,771.00 "	" € 1,118.00 "	 € 5.00 		
 Building Materials Hot Rollsed Channel Steel 	 TONS 	 $580.00 	" € 2,128.60 "	 € 498.80 	 € 5.00 		
 C45 1045 1018 1010 1020 1035 1040 1050 Carbon Steel 	 TONS 	 $820.00 	" € 3,009.40 "	 € 705.20 	 € 5.00 		
 Classical Public Application Strong Angle Steel Power 	 SETS 	" $1,200.00 "	" € 4,404.00 "	" € 1,032.00 "	 € 5.00 		
 Cold Rollsed Silicon Steel Grain Oriented and Non-Oriented 	 TONS 	 $800.00 	" € 2,936.00 "	 € 688.00 	 € 5.00 		
 Cold Rollsed Square Sharp Edge/Corner Radius Wire Stainless Flat Steel 	 TONS 	" $6,000.00 "	" € 22,020.00 "	" € 5,160.00 "	 € 5.00 		
 Cold Rollsed Steel Coil Steel Plate Steel Sheets (CR Coil) 	 TONS 	 $600.00 	" € 2,202.00 "	 € 516.00 	 € 5.00 		
 Color Pre-Painted Stainless Galvanized Steel Sheets 	 MTS 	 $900.00 	" € 3,303.00 "	 € 774.00 	 € 5.00 		
 D2 1.2379 D3 1.2080 D6 1.2436 H13 1.2344 Tool Steel 	 TONS 	" $2,500.00 "	" € 9,175.00 "	" € 2,150.00 "	 € 5.00 		
 D3 1.2080 Cr12 Cold Work Steel 	 PCS 	" $3,300.00 "	" € 12,111.00 "	" € 2,838.00 "	 € 5.00 		
 DIN 1.2344 H13 4Cr5MoSiV1 Hot Work Steel 	 TONS 	" $2,600.00 "	" € 9,542.00 "	" € 2,236.00 "	 € 5.00 		
 Double Wall Copper Coated Steel Tube 	 TONS 	" $1,300.00 "	" € 4,771.00 "	" € 1,118.00 "	 € 5.00 		
 Flat Steel Sheet 	 TONS 	 $800.00 	" € 2,936.00 "	 € 688.00 	 € 5.00 		
 Galvalume Steel Coil 	 KGS 	" $1,000.00 "	" € 3,670.00 "	 € 860.00 	 € 5.00 		
 Galvanized Round Steel Pipe 	 TONS 	 $500.00 	" € 1,835.00 "	 € 430.00 	 € 5.00 		
 Galvanized Steel Strip/Galvanized Coils/Galvanized Steel Sheet 	 TONS 	 $450.00 	" € 1,651.50 "	 € 387.00 	 € 5.00 		
 Galvanized Steel/Galvanized Steel Strip/Galvanized Steelin Coils/Steel Sheet 	 TONS 	 $460.00 	" € 1,688.20 "	 € 395.60 	 € 5.00 		
 Gi PPGI and PPGL Prepainted Galvanized and Galvalume Steel Coil 	 TONS 	 $680.00 	" € 2,495.60 "	 € 584.80 	 € 5.00 		
 High Quality Cold Formed Galvanized Z Section Channel Steel 	 TONS 	 $900.00 	" € 3,303.00 "	 € 774.00 	 € 5.00 		
 High Quality Low-Alloy High-Strength Carbon Steel Sheets Q345A 16mn 	 TONS 	 $660.00 	" € 2,422.20 "	 € 567.60 	 € 5.00 		
 High-Quality Hot Dipped Galvalume Steel in Coil 	 PCS 	" $1,000.00 "	" € 3,670.00 "	 € 860.00 	 € 5.00 		
 Precision Machining Casting Parts Aluminum Brass Steel 	 PCS 	 $20.00 	 € 73.40 	 € 17.20 	 € 5.00 		
 Prefab House of Steel Frame Aircraft Hangars with AISI/ASTM/BS-En/DIN/GB/JIS/Ipe Steel Work 	 TONS 	 $70.00 	 € 256.90 	 € 60.20 	 € 5.00 		
" Premium Quality Q235B, Q345b Flat Mild Steel "	 TONS 	 $800.00 	" € 2,936.00 "	 € 688.00 	 € 5.00 		
 Prepainted Galvanized Steel Coil PPGI PPGL Factory 	 TONS 	 $800.00 	" € 2,936.00 "	 € 688.00 	 € 5.00 		
 Prepainted Galvanized Steel Color Coated Sheet 	 TONS 	 $800.00 	" € 2,936.00 "	 € 688.00 	 € 5.00 		
 Prime Non-Grain Oriented Silicon Steel CRNGO 	 TONS 	 $495.00 	" € 1,816.65 "	 € 425.70 	 € 5.00 		
 PVD Gold Color Stainless Steel Sheet 201 8K Mirror Finish Stainless Steel 1240X2500 mm 	 TONS 	" $1,700.00 "	" € 6,239.00 "	" € 1,462.00 "	 € 5.00 		
" Q235B Mild Steel, Low Carbon Steel Round/Flat Steel, Cathode Bar "	 TONS 	 $100.00 	 € 367.00 	 € 86.00 	 € 5.00 		
 Quality Guaranted Hot Rollsed Galvalume Steel 	 TONS 	 $460.00 	" € 1,688.20 "	 € 395.60 	 € 5.00 		
 S136/1.2083/420 Hot Rollsed Special Steel Plate 	 TONS 	" $1,600.00 "	" € 5,872.00 "	" € 1,376.00 "	 € 5.00 		
 Shanghai Secco Petrochemical Prefabricated Structural Steel 	 TONS 	 $800.00 	" € 2,936.00 "	 € 688.00 	 € 5.00 		
 Shelf Perforated Angle Steel 	 TONS 	 $480.00 	" € 1,761.60 "	 € 412.80 	 € 5.00 		
 SKD1 AISI D3 Mould Steel 1.2080 	 TONS 	" $3,500.00 "	" € 12,845.00 "	" € 3,010.00 "	 € 5.00 		
" St37 Hot Rollsed Carbon Steel (Mild) Billet/Bar, Cathode Bar "	 TONS 	" $1,000.00 "	" € 3,670.00 "	 € 860.00 	 € 5.00 		
 Stainless Steel 	 TONS 	" $3,000.00 "	" € 11,010.00 "	" € 2,580.00 "	 € 5.00 		
" Structural Steel Profiles Carbon U Beam Steel U Profile Steel (Q235, SS400, ASTM A36, ST37, S235jr, S355jr) "	 TONS 	 $800.00 	" € 2,936.00 "	 € 688.00 	 € 5.00 		
 Undermount 304 Stainless Steel Kitchen Sink 	 PCS 	 $15.00 	 € 55.05 	 € 12.90 	 € 5.00 		
 Wholesale Cheap Price D2 Cr12MOV SKD11 Forged Steel Flat Bar 	 TONS 	" $1,500.00 "	" € 5,505.00 "	" € 1,290.00 "	 € 5.00 		
 98%Min N-Undecane 	 TONS 	" $3,500.00 "	" € 12,845.00 "	" € 3,010.00 "	 € 6.00 		
 ABS Plastic Molding Precision Injection 	 SETS 	 $3.55 	 € 13.03 	 € 3.05 	 € 6.00 		
 Biodegradable Plastics S1-10 	 KGS 	 $10.00 	 € 36.70 	 € 8.60 	 € 6.00 		
 Black Nylon66 Reinforced Granules 	 TONS 	" $2,200.00 "	" € 8,074.00 "	" € 1,892.00 "	 € 6.00 		
 Blue Color Plastic Masterbatch 	 TONS 	 $530.00 	" € 1,945.10 "	 € 455.80 	 € 6.00 		
" Cheap Price Virgin ABS Plastic Granules, ABS Plastic Injection Grade "	 TONS 	 $870.00 	" € 3,192.90 "	 € 748.20 	 € 6.00 		
 Conductive PA66 Plastic 	 KGS 	 $16.00 	 € 58.72 	 € 13.76 	 € 6.00 		
 Engineering Plastic White Masterbatch for Injection or Blowing 	 TONS 	 $530.00 	" € 1,945.10 "	 € 455.80 	 € 6.00 		
 EVA / Ethylene-Vinyl Acetate Copolymer / EVA Plastic Raw Material 	 TONS 	" $1,800.00 "	" € 6,606.00 "	" € 1,548.00 "	 € 6.00 		
 Factory Supplier Resin Granule Material Low Density PE LDPE Plastic 	 TONS 	" $1,000.00 "	" € 3,670.00 "	 € 860.00 	 € 6.00 		
 High Quality Coloured Silicone Plastic Parts 	 PCS 	 $100.00 	 € 367.00 	 € 86.00 	 € 6.00 		
 Injection Grade Polypropylene PP K4818 K4912 Plastic (Impact Copolymer) 	 TONS 	" $1,150.00 "	" € 4,220.50 "	 € 989.00 	 € 6.00 		
 Injection Plastic Raw Material Clear Polyamide Tr Material Plastic 	 KGS 	 $14.00 	 € 51.38 	 € 12.04 	 € 6.00 		
 LDPE/Low Density Polyethylene Plastic Raw Granular 	 TONS 	" $1,560.00 "	" € 5,725.20 "	" € 1,341.60 "	 € 6.00 		
" Nylon PA 12, Flexible Plastic Eyeglass Frame Material, Nylon Plastic "	 KGS 	 $12.50 	 € 45.88 	 € 10.75 	 € 6.00 		
 PA66 Engineering Plastic Pellets 	 TONS 	" $2,200.00 "	" € 8,074.00 "	" € 1,892.00 "	 € 6.00 		
 PA66 GF25 Plastic Parts Raw Material Granules 	 TONS 	" $2,200.00 "	" € 8,074.00 "	" € 1,892.00 "	 € 6.00 		
 Part China Products/Suppliers Customized Plastic Machining CNC Parts 	 PCS 	 $100.00 	 € 367.00 	 € 86.00 	 € 6.00 		
 PCS/Polycarbonate Masterbatch Plastic 	 TONS 	" $6,000.00 "	" € 22,020.00 "	" € 5,160.00 "	 € 6.00 		
 Pei Ultem 1100 (1000 Natural/ 7101 Black) Sabic Polyetherimide Engineering Plastics 	 KGS 	 $39.00 	 € 143.13 	 € 33.54 	 € 6.00 		
 Pei Ultem 2100r (1000 Natural/ 7301 Black) Sabic Engineering Plastics 	 KGS 	 $47.00 	 € 172.49 	 € 40.42 	 € 6.00 		
 Plastic Frame Materials PA 12 Plastic 	 KGS 	 $12.50 	 € 45.88 	 € 10.75 	 € 6.00 		
 Plastic Raw Material Clear Polyamide Tr Material Plastic 	 KGS 	 $14.00 	 € 51.38 	 € 12.04 	 € 6.00 		
 Plastic Raw Material PA66 Resin 	 TONS 	" $1,100.00 "	" € 4,037.00 "	 € 946.00 	 € 6.00 		
 Plastic Sheet Board/HDPE Sheet/Plate 	 TONS 	" $4,000.00 "	" € 14,680.00 "	" € 3,440.00 "	 € 6.00 		
 Plastic Transparent Clear High Polished Acrylic PMMA Plastic CNC Parts 	 PCS 	 $100.00 	 € 367.00 	 € 86.00 	 € 6.00 		
 Polyethylene Plastic Granular 	 TONS 	" $1,650.00 "	" € 6,055.50 "	" € 1,419.00 "	 € 6.00 		
 PP Granule Manufacturers Virgin Polypropylene Copolymer Plastic Raw Material 	 TONS 	" $1,200.00 "	" € 4,404.00 "	" € 1,032.00 "	 € 6.00 		
 PPSU Rtp 1499 Px Engineering Plastics 	 KGS 	 $60.00 	 € 220.20 	 € 51.60 	 € 6.00 		
 Recycled Virgin PP / HDPE / LDPE / LLDPE Raw Material Granules Plastic 	 TONS 	 $870.00 	" € 3,192.90 "	 € 748.20 	 € 6.00 		
 TPE/TPV Compound EPDM/PP Based Recylable Plastic Raw Material 	 KGS 	 $3.00 	 € 11.01 	 € 2.58 	 € 6.00 		
 Transparent Recycled Material LDPE Plastic 	 TONS 	" $1,000.00 "	" € 3,670.00 "	 € 860.00 	 € 6.00 		
 Virgin PP Granules/PP Recycled Plastic Scrap/ Polypropylene Pellets Resin Price 	 TONS 	" $1,200.00 "	" € 4,404.00 "	" € 1,032.00 "	 € 6.00 		
 110V/230V 1600W Hot Air Plastic Heat Gun 	 PCS 	 $139.00 	 € 510.13 	 € 119.54 	 € 7.00 		
 500ml Full Automatic Plastic Pet Bottle Pure Water Liquid Filling and Packing Machine 	 SETS 	" $21,000.00 "	" € 77,070.00 "	" € 18,060.00 "	 € 7.00 		
 Agriculture Multi Span Plastic Film Greenhouse 	 SQUARE METERS 	 $20.00 	 € 73.40 	 € 17.20 	 € 7.00 		
 Agriculture/Farm/Multi-Span/Single-Span/Tunnel Plastic Film Green House/Greenhouse 	 SQUARE METERS 	 $40.00 	 € 146.80 	 € 34.40 	 € 7.00 		
 Anti-Static Super Clear Soft Flexible Fabric Plastic PVC Sheet (polyvinyl chloride) 	 ROLLS 	 $53.00 	 € 194.51 	 € 45.58 	 € 7.00 		
 Automatic Lubricating Oil Plastic Bottle Silk Screen Printing Machine 	 SETS 	" $25,000.00 "	" € 91,750.00 "	" € 21,500.00 "	 € 7.00 		
 Automatic Plastic Nylon Biodegradable T-Shirt Vest Shopping Patch Flower Flat Garbage Bag Making Machine 	 S 	" $13,000.00 "	" € 47,710.00 "	" € 11,180.00 "	 € 7.00 		
 Baoluan Brand Plastic Heavy Duty Manhole Cover and Frame En124 	 PCS 	 $69.00 	 € 253.23 	 € 59.34 	 € 7.00 		
 Best Quality UPVC Handle Type Butterfly Valve Industrial Plastic Valve 	 PCS 	 $12.00 	 € 44.04 	 € 10.32 	 € 7.00 		
 Cheng Lin High Speed Packaging Plastic Box Folder Gluer Machine 	 SETS 	" $28,000.00 "	" € 102,760.00 "	" € 24,080.00 "	 € 7.00 		
" Children Furniture, Cabinets Storage, Plastic Storage Cabinets, Cheap Daycare Furniture "	 PCS 	 $125.00 	 € 458.75 	 € 107.50 	 € 7.00 		
 Commercial Plastic Film Greenhouse 	 SQUARE METERS 	 $35.00 	 € 128.45 	 € 30.10 	 € 7.00 		
 Customized Plastic Product 	 PCS 	 $10.00 	 € 36.70 	 € 8.60 	 € 7.00 		
 Dental LED Curing Light Lamp Wireless 5W 1500MW Blue Light Plastic 	 PCS 	 $22.00 	 € 80.74 	 € 18.92 	 € 7.00 		
 Green PP Plastic Film Faced Plywood 	 PCS 	 $30.00 	 € 110.10 	 € 25.80 	 € 7.00 		
 Gridding Heavy Duty Six Runners Recycled HDPE Red Colorful Plastic Standard Pallet Size 	 PCS 	 $29.00 	 € 106.43 	 € 24.94 	 € 7.00 		
 High Quality Wholesale Plastic Cloth Garment Bag 	 TONS 	" $1,900.00 "	" € 6,973.00 "	" € 1,634.00 "	 € 7.00 		
 Indoor Colorful Safety Plastic Slide with Swing 	 PCS 	 $60.00 	 € 220.20 	 € 51.60 	 € 7.00 		
 Jx143 Colorful Party Plastic Cutlery 	 PCS 	 $13.00 	 € 47.71 	 € 11.18 	 € 7.00 		
 Kindergarten Furniture Half Moon Shape Plastic Table 	 PCS 	 $20.00 	 € 73.40 	 € 17.20 	 € 7.00 		
 Modern Design Glass/Plastic Greenhouse/ Multifunctional Greenhouse/Light Steel Greenhouse 	 SQUARE METERS 	 $35.00 	 € 128.45 	 € 30.10 	 € 7.00 		
 New Product Plastic Outdoor Garden Home Folding Chair 	 PCS 	 $15.00 	 € 55.05 	 € 12.90 	 € 7.00 		
 OEM Your Own Model Plastic Product Manufacturer 	 PCS 	 $9.00 	 € 33.03 	 € 7.74 	 € 7.00 		
 Pl420 Truck Auto Fuel Oil Water Separator Filter Parts with Base and Plastic Cup 	 PCS 	 $80.00 	 € 293.60 	 € 68.80 	 € 7.00 		
 Plastic Film Shrink Wrapping Machine / Shrink Wrapper 	 PCS 	" $15,000.00 "	" € 55,050.00 "	" € 12,900.00 "	 € 7.00 		
 Polar Anti-Insect Welding Soft Clear Plastic PVC Strip Door Curtain 	 ROLLS 	 $40.00 	 € 146.80 	 € 34.40 	 € 7.00 		
 Professional Plastic Injection Molding with Custom Material PP ABS PCS PE 	 PCS 	 $120.00 	 € 440.40 	 € 103.20 	 € 7.00 		
" Rubbish Bin, Plastic Rubbish Bin, Outdoor Storage Box, Garage Can "	 PCS 	 $25.00 	 € 91.75 	 € 21.50 	 € 7.00 		
 Thailand Plastic/PVC Automatic Exterior/Interior Industrial Fast Rollser Shutter High Speed Sliding Clean Cold Room Door with SGS Approved 	 PCS 	" $1,500.00 "	" € 5,505.00 "	" € 1,290.00 "	 € 7.00 		
 Tunnel Plastic Film Commercial Greenhouse 	 SQUARE METERS 	 $25.00 	 € 91.75 	 € 21.50 	 € 7.00 		
 Wood Plastic Composite Co-Extrusion Flooring 	 SQUARE METERS 	 $36.41 	 € 133.62 	 € 31.31 	 € 7.00 		
 1000W/200ah/220V AC Renewable Solar Panel Home Lighting Power/Energy System 	 PCS 	 $425.00 	" € 1,559.75 "	 € 365.50 	 € 8.00 		
 10kw Home Use on Grid Solar PV Panel Energy Power System 	 SETS 	" $10,000.00 "	" € 36,700.00 "	" € 8,600.00 "	 € 8.00 		
 10W Solar System Lights Solar Home Light Solar Energy System Home 	 SETS 	 $49.00 	 € 179.83 	 € 42.14 	 € 8.00 		
 12V Portable Solar Energy System with Rechargeable Stand Fan (SBP-PSP-03) 	 SETS 	 $70.00 	 € 256.90 	 € 60.20 	 € 8.00 		
 17kw off Grid Solar Energy System 	 SETS 	" $14,300.00 "	" € 52,481.00 "	" € 12,298.00 "	 € 8.00 		
